,Time Elapsed/s,Agent Population,Food Population
281,98.0999999999987,25.0,48.0
282,98.0999999999987,25.0,49.0
283,98.49999999999868,25.0,48.0
284,98.49999999999868,26.0,48.0
285,98.89999999999866,26.0,47.0
286,98.99999999999865,26.0,46.0
287,99.19999999999864,26.0,46.0
288,99.19999999999864,26.0,47.0
289,100.09999999999859,25.0,47.0
290,100.39999999999857,25.0,46.0
291,100.59999999999856,25.0,46.0
292,100.59999999999856,25.0,47.0
293,102.89999999999843,25.0,46.0
294,103.59999999999839,25.0,45.0
295,103.59999999999839,26.0,45.0
296,103.59999999999839,26.0,45.0
297,103.59999999999839,26.0,46.0
298,103.69999999999838,26.0,46.0
299,103.69999999999838,26.0,47.0
300,103.99999999999837,26.0,46.0
301,104.79999999999832,26.0,45.0
302,105.1999999999983,26.0,44.0
303,105.49999999999828,26.0,43.0
304,105.49999999999828,27.0,43.0
305,106.59999999999822,27.0,42.0
306,106.59999999999822,27.0,42.0
307,106.59999999999822,27.0,43.0
308,107.49999999999817,27.0,43.0
309,107.49999999999817,27.0,44.0
310,107.89999999999814,27.0,44.0
311,107.89999999999814,27.0,45.0
312,108.19999999999813,27.0,44.0
313,108.19999999999813,28.0,44.0
314,108.7999999999981,28.0,43.0
315,108.99999999999808,28.0,42.0
316,109.29999999999806,28.0,42.0
317,109.29999999999806,28.0,43.0
318,109.39999999999806,28.0,42.0
319,109.39999999999806,29.0,42.0
320,109.69999999999804,29.0,42.0
321,109.69999999999804,29.0,43.0
322,109.79999999999804,29.0,42.0
323,109.79999999999804,29.0,42.0
324,109.79999999999804,29.0,43.0
325,110.399999999998,29.0,43.0
326,110.399999999998,29.0,44.0
327,110.99999999999797,29.0,44.0
328,110.99999999999797,29.0,45.0
329,111.19999999999796,29.0,45.0
330,111.19999999999796,29.0,46.0
331,111.29999999999795,29.0,45.0
332,111.39999999999795,29.0,45.0
333,111.39999999999795,29.0,46.0
334,112.0999999999979,29.0,45.0
335,112.0999999999979,30.0,45.0
336,112.79999999999787,30.0,44.0
337,113.59999999999782,30.0,43.0
338,113.59999999999782,31.0,43.0
339,113.59999999999782,31.0,42.0
340,113.69999999999781,31.0,41.0
341,113.79999999999781,31.0,40.0
342,113.79999999999781,32.0,40.0
343,113.9999999999978,32.0,40.0
344,113.9999999999978,32.0,41.0
345,115.5999999999977,32.0,41.0
346,115.5999999999977,32.0,42.0
347,115.7999999999977,32.0,41.0
348,116.19999999999767,32.0,40.0
349,116.39999999999766,32.0,40.0
350,116.39999999999766,32.0,41.0
351,117.4999999999976,32.0,41.0
352,117.4999999999976,32.0,42.0
353,117.69999999999759,32.0,41.0
354,118.29999999999755,32.0,40.0
355,118.99999999999751,32.0,40.0
356,118.99999999999751,32.0,41.0
357,119.2999999999975,32.0,40.0
358,119.49999999999748,32.0,40.0
359,119.49999999999748,32.0,41.0
360,119.99999999999746,32.0,40.0
361,120.29999999999744,32.0,40.0
362,120.29999999999744,32.0,41.0
363,120.79999999999741,32.0,40.0
364,120.8999999999974,32.0,40.0
365,120.8999999999974,32.0,41.0
366,121.0999999999974,32.0,41.0
367,121.0999999999974,32.0,42.0
368,121.39999999999738,32.0,42.0
369,121.39999999999738,32.0,43.0
370,122.09999999999734,32.0,42.0
371,122.09999999999734,33.0,42.0
372,122.39999999999732,33.0,42.0
373,122.39999999999732,33.0,43.0
374,123.49999999999726,33.0,43.0
375,123.49999999999726,33.0,44.0
376,123.59999999999725,33.0,43.0
377,123.99999999999723,33.0,42.0
378,124.29999999999721,33.0,41.0
379,124.29999999999721,34.0,41.0
380,124.3999999999972,34.0,41.0
381,124.3999999999972,34.0,42.0
382,124.4999999999972,34.0,41.0
383,124.4999999999972,35.0,41.0
384,124.5999999999972,35.0,40.0
385,124.79999999999718,35.0,39.0
386,124.99999999999717,35.0,39.0
387,124.99999999999717,35.0,40.0
388,125.59999999999714,35.0,39.0
389,125.59999999999714,36.0,39.0
390,126.09999999999711,36.0,38.0
391,126.99999999999706,36.0,38.0
392,126.99999999999706,36.0,39.0
393,127.19999999999705,36.0,38.0
394,127.19999999999705,37.0,38.0
395,127.19999999999705,37.0,38.0
396,127.19999999999705,37.0,39.0
397,128.59999999999698,37.0,38.0
398,128.69999999999698,37.0,37.0
399,129.09999999999695,37.0,37.0
400,129.09999999999695,37.0,38.0
401,129.39999999999694,37.0,38.0
402,129.39999999999694,37.0,39.0
403,129.59999999999692,37.0,39.0
404,129.59999999999692,37.0,40.0
405,129.8999999999969,37.0,39.0
406,129.8999999999969,37.0,38.0
407,130.29999999999688,37.0,37.0
408,130.29999999999688,38.0,37.0
409,131.29999999999683,38.0,37.0
410,131.29999999999683,38.0,38.0
411,131.5999999999968,38.0,37.0
412,132.39999999999677,38.0,36.0
413,132.39999999999677,39.0,36.0
414,133.19999999999672,39.0,35.0
415,133.19999999999672,39.0,35.0
416,133.19999999999672,39.0,36.0
417,133.4999999999967,39.0,36.0
418,133.4999999999967,39.0,37.0
419,133.5999999999967,39.0,36.0
420,133.5999999999967,39.0,35.0
421,134.39999999999665,39.0,35.0
422,134.39999999999665,39.0,36.0
423,134.79999999999663,39.0,35.0
424,134.79999999999663,39.0,34.0
425,135.4999999999966,39.0,34.0
426,135.4999999999966,39.0,35.0
427,135.99999999999656,39.0,35.0
428,135.99999999999656,39.0,36.0
429,136.09999999999656,39.0,36.0
430,136.09999999999656,39.0,37.0
431,136.29999999999654,39.0,36.0
432,136.49999999999653,39.0,36.0
433,136.49999999999653,39.0,37.0
434,136.9999999999965,39.0,36.0
435,136.9999999999965,40.0,36.0
436,137.2999999999965,40.0,35.0
437,137.2999999999965,41.0,35.0
438,137.59999999999647,41.0,34.0
439,137.59999999999647,42.0,34.0
440,137.59999999999647,42.0,33.0
441,138.19999999999644,42.0,33.0
442,138.19999999999644,42.0,34.0
443,138.9999999999964,42.0,33.0
444,138.9999999999964,43.0,33.0
445,139.49999999999636,43.0,32.0
446,139.49999999999636,44.0,32.0
447,139.69999999999635,44.0,32.0
448,139.69999999999635,44.0,33.0
449,139.89999999999634,44.0,32.0
450,140.4999999999963,44.0,32.0
451,140.4999999999963,44.0,33.0
452,141.39999999999625,44.0,32.0
453,141.99999999999622,44.0,31.0
454,142.4999999999962,44.0,30.0
455,142.79999999999617,44.0,29.0
456,143.09999999999616,44.0,28.0
457,143.8999999999961,44.0,28.0
458,143.8999999999961,44.0,29.0
459,144.0999999999961,44.0,28.0
460,145.699999999996,44.0,28.0
461,145.699999999996,44.0,29.0
462,145.799999999996,44.0,28.0
463,146.49999999999596,44.0,28.0
464,146.49999999999596,44.0,29.0
465,146.79999999999595,44.0,28.0
466,146.79999999999595,45.0,28.0
467,146.99999999999594,45.0,28.0
468,146.99999999999594,45.0,29.0
469,147.09999999999593,45.0,28.0
470,147.3999999999959,45.0,28.0
471,147.3999999999959,45.0,29.0
472,147.7999999999959,45.0,29.0
473,147.7999999999959,45.0,30.0
474,148.49999999999585,45.0,29.0
475,148.99999999999582,45.0,29.0
476,148.99999999999582,45.0,30.0
477,149.4999999999958,45.0,29.0
478,149.89999999999577,45.0,29.0
479,149.89999999999577,45.0,30.0
480,150.09999999999576,44.0,30.0
481,150.09999999999576,43.0,30.0
482,150.29999999999575,43.0,30.0
483,150.29999999999575,43.0,31.0
484,150.79999999999572,43.0,30.0
485,150.79999999999572,44.0,30.0
486,151.0999999999957,44.0,30.0
487,151.0999999999957,44.0,31.0
488,151.39999999999569,44.0,30.0
489,151.49999999999568,44.0,29.0
490,151.49999999999568,45.0,29.0
491,151.49999999999568,45.0,29.0
492,151.49999999999568,45.0,30.0
493,151.69999999999567,45.0,30.0
494,151.69999999999567,45.0,31.0
495,152.19999999999564,45.0,31.0
496,152.19999999999564,45.0,32.0
497,152.29999999999563,45.0,31.0
498,152.9999999999956,45.0,30.0
499,152.9999999999956,46.0,30.0
500,153.59999999999556,46.0,29.0
501,153.99999999999554,46.0,28.0
502,153.99999999999554,47.0,28.0
503,154.09999999999553,47.0,27.0
504,154.09999999999553,48.0,27.0
505,154.5999999999955,48.0,26.0
506,155.29999999999546,48.0,25.0
507,155.79999999999544,48.0,24.0
508,155.79999999999544,48.0,24.0
509,155.79999999999544,48.0,25.0
510,156.1999999999954,48.0,25.0
511,156.1999999999954,48.0,26.0
512,156.4999999999954,48.0,26.0
513,156.4999999999954,48.0,27.0
514,156.69999999999538,48.0,27.0
515,156.69999999999538,48.0,28.0
516,156.99999999999537,48.0,27.0
517,157.09999999999536,48.0,27.0
518,157.09999999999536,48.0,28.0
519,157.19999999999536,48.0,27.0
520,157.29999999999535,48.0,26.0
521,157.29999999999535,48.0,25.0
522,157.49999999999534,48.0,24.0
523,157.49999999999534,48.0,24.0
524,157.49999999999534,48.0,25.0
525,157.59999999999533,48.0,25.0
526,157.59999999999533,48.0,26.0
527,157.89999999999532,48.0,26.0
528,157.89999999999532,48.0,27.0
529,158.2999999999953,48.0,27.0
530,158.2999999999953,48.0,28.0
531,158.49999999999528,48.0,27.0
532,158.49999999999528,49.0,27.0
533,158.79999999999526,49.0,27.0
534,158.79999999999526,49.0,28.0
535,159.6999999999952,49.0,27.0
536,159.7999999999952,49.0,26.0
537,159.7999999999952,50.0,26.0
538,160.0999999999952,50.0,25.0
539,160.29999999999518,50.0,24.0
540,160.29999999999518,50.0,24.0
541,160.29999999999518,50.0,25.0
542,160.49999999999517,50.0,24.0
543,160.99999999999514,50.0,23.0
544,160.99999999999514,51.0,23.0
545,161.09999999999513,51.0,23.0
546,161.09999999999513,51.0,24.0
547,161.29999999999512,51.0,23.0
548,161.39999999999512,51.0,23.0
549,161.39999999999512,51.0,24.0
550,162.09999999999508,51.0,23.0
551,162.09999999999508,52.0,23.0
552,162.69999999999504,52.0,22.0
553,162.89999999999503,52.0,22.0
554,162.89999999999503,52.0,23.0
555,162.99999999999503,52.0,23.0
556,162.99999999999503,52.0,24.0
557,163.299999999995,52.0,24.0
558,163.299999999995,52.0,25.0
559,164.29999999999495,52.0,24.0
560,164.39999999999495,52.0,23.0
561,165.59999999999488,52.0,22.0
562,165.59999999999488,52.0,22.0
563,165.59999999999488,52.0,23.0
564,166.09999999999485,52.0,23.0
565,166.09999999999485,52.0,24.0
566,167.49999999999477,52.0,23.0
567,167.89999999999475,52.0,23.0
568,167.89999999999475,52.0,24.0
569,168.5999999999947,52.0,24.0
570,168.5999999999947,52.0,25.0
571,169.79999999999464,51.0,25.0
572,169.89999999999463,51.0,24.0
573,170.09999999999462,51.0,24.0
574,170.09999999999462,51.0,25.0
575,170.19999999999462,51.0,24.0
576,170.19999999999462,51.0,24.0
577,170.19999999999462,51.0,25.0
578,170.2999999999946,51.0,24.0
579,172.2999999999945,51.0,23.0
580,173.29999999999444,51.0,23.0
581,173.29999999999444,51.0,24.0
582,173.69999999999442,51.0,24.0
583,173.69999999999442,51.0,25.0
584,174.69999999999436,51.0,25.0
585,174.69999999999436,51.0,26.0
586,174.89999999999435,51.0,25.0
587,174.89999999999435,52.0,25.0
588,175.19999999999433,52.0,24.0
589,175.19999999999433,52.0,23.0
590,175.19999999999433,52.0,22.0
591,175.19999999999433,53.0,22.0
592,175.39999999999432,53.0,21.0
593,176.09999999999428,53.0,20.0
594,176.79999999999424,53.0,19.0
595,176.89999999999424,53.0,19.0
596,176.89999999999424,53.0,20.0
597,177.89999999999418,53.0,19.0
598,177.89999999999418,53.0,19.0
599,177.89999999999418,53.0,20.0
600,179.3999999999941,53.0,20.0
601,179.3999999999941,53.0,21.0
602,179.4999999999941,53.0,20.0
603,180.39999999999404,53.0,20.0
604,180.39999999999404,53.0,21.0
605,180.69999999999402,53.0,21.0
606,180.69999999999402,53.0,22.0
607,181.199999999994,53.0,22.0
608,181.199999999994,53.0,23.0
609,181.299999999994,53.0,23.0
610,181.299999999994,53.0,24.0
611,182.09999999999394,53.0,23.0
612,182.09999999999394,54.0,23.0
613,182.7999999999939,54.0,22.0
614,183.89999999999384,54.0,22.0
615,183.89999999999384,54.0,23.0
616,183.99999999999383,54.0,23.0
617,183.99999999999383,54.0,24.0
618,184.19999999999382,54.0,23.0
619,184.19999999999382,55.0,23.0
620,184.99999999999378,55.0,23.0
621,184.99999999999378,55.0,24.0
622,185.89999999999372,55.0,24.0
623,185.89999999999372,55.0,25.0
624,186.1999999999937,55.0,25.0
625,186.1999999999937,55.0,26.0
626,187.49999999999363,55.0,26.0
627,187.49999999999363,55.0,27.0
628,187.79999999999362,55.0,27.0
629,187.79999999999362,55.0,28.0
630,188.49999999999358,55.0,27.0
631,188.49999999999358,55.0,27.0
632,188.49999999999358,55.0,28.0
633,188.59999999999357,55.0,27.0
634,188.59999999999357,56.0,27.0
635,188.79999999999356,56.0,26.0
636,188.99999999999355,56.0,26.0
637,188.99999999999355,56.0,27.0
638,189.19999999999354,56.0,26.0
639,189.6999999999935,56.0,25.0
640,189.6999999999935,56.0,25.0
641,189.6999999999935,56.0,26.0
642,189.7999999999935,55.0,26.0
643,190.29999999999347,55.0,26.0
644,190.29999999999347,55.0,27.0
645,191.29999999999342,55.0,27.0
646,191.29999999999342,55.0,28.0
647,192.89999999999333,55.0,28.0
648,192.89999999999333,55.0,29.0
649,193.89999999999327,54.0,29.0
650,194.69999999999322,54.0,28.0
651,194.79999999999322,54.0,28.0
652,194.79999999999322,54.0,29.0
653,198.99999999999298,54.0,28.0
654,199.09999999999297,54.0,27.0
655,199.99999999999292,53.0,27.0
